Title,Price_Raw,Price_PKR,Size_Raw,Size_Marla,Listing_URL,City,Property_Type,Bedrooms,Bathrooms,Location
On Excellent Location House Sized 10 Marla In Citi Housing Society,4.5 Crore,45000000.0,10.0 Marla,10.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_on_excellent_location_house_sized_10_marla_in_citi_housing_society-54338583-3083-1.html,Gujranwala,House,5.0,5.0,"Citi Housing Society, Gujranwala, Punjab"
Prime Location Master City - Block A House Sized 5 Marla,1.62 Crore,16200000.000000002,5.0 Marla,5.0,https://www.zameen.com/Property/master_city_housing_scheme_master_city_-_block_a_prime_location_master_city_-_block_a_house_sized_5_marla-54266686-14337-1.html,Gujranwala,House,4.0,4.0,"Master City Housing Scheme, Gujranwala, Punjab"
Prime Location 10 Marla House For sale Available In Canal View Housing Scheme,3.9 Crore,39000000.0,10.0 Marla,10.0,https://www.zameen.com/Property/gujranwala_canal_view_housing_scheme_prime_location_10_marla_house_for_sale_available_in_canal_view_housing_scheme-54245678-1126-1.html,Gujranwala,House,5.0,5.0,"Canal View Housing Scheme, Gujranwala, Punjab"
Get Your Hands On On Excellent Location House In Citi Housing Society Best Area,1.75 Crore,17500000.0,5.0 Marla,5.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_get_your_hands_on_on_excellent_location_house_in_citi_housing_society_best_area-54414184-3083-1.html,Gujranwala,House,4.0,4.0,"Citi Housing Society, Gujranwala, Punjab"
On Excellent Location House Of 5 Marla Available In Citi Housing Society,2.25 Crore,22500000.0,5.0 Marla,5.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_on_excellent_location_house_of_5_marla_available_in_citi_housing_society-54405774-3083-1.html,Gujranwala,House,4.0,4.0,"Citi Housing Society, Gujranwala, Punjab"
On Excellent Location Affordable House For sale In Citi Housing Society,1.6 Crore,16000000.0,5.0 Marla,5.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_on_excellent_location_affordable_house_for_sale_in_citi_housing_society-54405775-3083-1.html,Gujranwala,House,4.0,4.0,"Citi Housing Society, Gujranwala, Punjab"
Main 120ft Road 10 Marla Spanish Style House For Sale Block D,3.75 Crore,37500000.0,10.0 Marla,10.0,https://www.zameen.com/Property/eminabad_more_royal_palm_city_main_120ft_road_10_marla_spanish_style_house_for_sale_block_d-54445915-11297-1.html,Gujranwala,House,5.0,6.0,"Eminabad More, Gujranwala, Punjab"
This Is Your Chance To Buy Prime Location House In Citi Housing Society Citi Housing Society,1.85 Crore,18500000.0,5.0 Marla,5.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_this_is_your_chance_to_buy_prime_location_house_in_citi_housing_society_citi_housing_society-54276309-3083-1.html,Gujranwala,House,4.0,4.0,"Citi Housing Society, Gujranwala, Punjab"
Prime Location 5 Marla House Is Available In Citi Housing Society,2.5 Crore,25000000.0,5.0 Marla,5.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_prime_location_5_marla_house_is_available_in_citi_housing_society-54308806-3083-1.html,Gujranwala,House,4.0,4.0,"Citi Housing Society, Gujranwala, Punjab"
Spacious Prime Location 5 Marla House Available For Sale In Citi Housing Society,2.0 Crore,20000000.0,5.0 Marla,5.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_spacious_prime_location_5_marla_house_available_for_sale_in_citi_housing_society-54281723-3083-1.html,Gujranwala,House,4.0,4.0,"Citi Housing Society, Gujranwala, Punjab"
FF Block Near Commercial Market 5 Marla Brand New House Available For Sale,1.85 Crore,18500000.0,5.0 Marla,5.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_ff_block_near_commercial_market_5_marla_brand_new_house_available_for_sale-54037216-3083-1.html,Gujranwala,House,4.0,4.0,"Citi Housing Society, Gujranwala, Punjab"
Modern Marvel 5 Marla Designer Double Height House For Sale Royal Palm City Gujranwala House Tour,2.25 Crore,22500000.0,5.0 Marla,5.0,https://www.zameen.com/Property/eminabad_more_royal_palm_city_modern_marvel_5_marla_designer_double_height_house_for_sale_royal_palm_city_gujranwala_house_tour-54370942-11297-1.html,Gujranwala,House,4.0,5.0,"Eminabad More, Gujranwala, Punjab"
10 Marla Ultra Modern Designer House For Sale | Master City Gujranwala,4.3 Crore,43000000.0,10.0 Marla,10.0,https://www.zameen.com/Property/gujranwala_master_city_housing_scheme_10_marla_ultra_modern_designer_house_for_sale_master_city_gujranwala-54390012-9180-1.html,Gujranwala,House,6.0,6.0,"Master City Housing Scheme, Gujranwala, Punjab"
Prime Location House Of 10 Marla Available In Citi Housing Society,4.25 Crore,42500000.0,10.0 Marla,10.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_prime_location_house_of_10_marla_available_in_citi_housing_society-54578897-3083-1.html,Gujranwala,House,5.0,5.0,"Citi Housing Society, Gujranwala, Punjab"
5 Marla Modern House For Sale At Prime Location Phase 1 Citi Housing,2.38 Crore,23800000.0,5.0 Marla,5.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_5_marla_modern_house_for_sale_at_prime_location_phase_1_citi_housing-53847315-3083-1.html,Gujranwala,House,4.0,4.0,"Citi Housing Society, Gujranwala, Punjab"
1.5 Kanal House with 17 KVA SOLAR instaled Premium Residential Property at prime location citi housing grw,12.0 Crore,120000000.0,1.5 Kanal,30.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_1_5_kanal_house_with_17_kva_solar_instaled_premium_residential_property_at_prime_location_citi_housing_grw-53859082-3083-1.html,Gujranwala,House,5.0,5.0,"Citi Housing Society, Gujranwala, Punjab"
5 Marla Facing Park House For Sale,2.45 Crore,24500000.0,5.0 Marla,5.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_5_marla_facing_park_house_for_sale-53896864-3083-1.html,Gujranwala,House,4.0,4.0,"Citi Housing Society, Gujranwala, Punjab"
A Good Location House Of 1 Kanal In Rs. 70000000,7.0 Crore,70000000.0,1.0 Kanal,20.0,https://www.zameen.com/Property/gujranwala_wapda_town_a_good_location_house_of_1_kanal_in_rs_70000000-54435423-430-1.html,Gujranwala,House,6.0,6.0,"Wapda Town, Gujranwala, Punjab"
Prime Location House Of 10 Marla Available In Royal Palm City,4.0 Crore,40000000.0,10.0 Marla,10.0,https://www.zameen.com/Property/eminabad_more_royal_palm_city_prime_location_house_of_10_marla_available_in_royal_palm_city-54037241-11297-1.html,Gujranwala,House,5.0,5.0,"Eminabad More, Gujranwala, Punjab"
Prime Location 5 Marla Spacious House Available In Royal Palm City For sale,2.2 Crore,22000000.0,5.0 Marla,5.0,https://www.zameen.com/Property/eminabad_more_royal_palm_city_prime_location_5_marla_spacious_house_available_in_royal_palm_city_for_sale-54510033-11297-1.html,Gujranwala,House,4.0,4.0,"Eminabad More, Gujranwala, Punjab"
"Reasonably-Priced Prime Location 5 Marla House In Royal Palm City, Gujranwala Is Available As Of Now",2.15 Crore,21500000.0,5.0 Marla,5.0,https://www.zameen.com/Property/eminabad_more_royal_palm_city_reasonably-priced_prime_location_5_marla_house_in_royal_palm_city_gujranwala_is_available_as_of_now-54510034-11297-1.html,Gujranwala,House,4.0,4.0,"Eminabad More, Gujranwala, Punjab"
Prime Location 5 Marla House For sale In Rs. 22500000 Only,2.25 Crore,22500000.0,5.0 Marla,5.0,https://www.zameen.com/Property/eminabad_more_royal_palm_city_prime_location_5_marla_house_for_sale_in_rs_22500000_only-54510036-11297-1.html,Gujranwala,House,4.0,4.0,"Eminabad More, Gujranwala, Punjab"
Become Owner Of Your Prime Location House Today Which Is Centrally Located In Citi Housing Society In Citi Housing Society,1.7 Crore,17000000.0,5.0 Marla,5.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_become_owner_of_your_prime_location_house_today_which_is_centrally_located_in_citi_housing_society_in_citi_housing_society-54399977-3083-1.html,Gujranwala,House,4.0,4.0,"Citi Housing Society, Gujranwala, Punjab"
A Stunning Prime Location House Is Up For Grabs In Citi Housing Society Citi Housing Society,6.5 Crore,65000000.0,15.0 Marla,15.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_a_stunning_prime_location_house_is_up_for_grabs_in_citi_housing_society_citi_housing_society-54399978-3083-1.html,Gujranwala,House,5.0,5.0,"Citi Housing Society, Gujranwala, Punjab"
Well-Constructed Grey Structure House Available For Sale In Citi Housing Society,2.8 Crore,28000000.0,7.0 Marla,7.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_well-constructed_grey_structure_house_available_for_sale_in_citi_housing_society-54357301-3083-1.html,Gujranwala,House,4.0,4.0,"Citi Housing Society, Gujranwala, Punjab"
Main Double Road House Is Available For sale In Citi Housing Society,14.0 Crore,140000000.0,2.0 Kanal,40.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_main_double_road_house_is_available_for_sale_in_citi_housing_society-54405785-3083-1.html,Gujranwala,House,6.0,6.0,"Citi Housing Society, Gujranwala, Punjab"
10 Marla Brand New House Available For Sale Near Park And Mosque,4.25 Crore,42500000.0,10.0 Marla,10.0,https://www.zameen.com/Property/gujranwala_canal_view_housing_scheme_10_marla_brand_new_house_available_for_sale_near_park_and_mosque-54242820-1126-1.html,Gujranwala,House,6.0,6.0,"Canal View Housing Scheme, Gujranwala, Punjab"
On Excellent Location 5 Marla House In Only Rs. 23000000,2.1 Crore,21000000.0,5.0 Marla,5.0,https://www.zameen.com/Property/gujranwala_peoples_colony_on_excellent_location_5_marla_house_in_only_rs_23000000-54327138-805-1.html,Gujranwala,House,4.0,4.0,"Peoples Colony, Gujranwala, Punjab"
Get Your Hands On Prime Location House In Citi Housing Society Best Area,4.6 Crore,46000000.0,10.0 Marla,10.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_get_your_hands_on_prime_location_house_in_citi_housing_society_best_area-54230683-3083-1.html,Gujranwala,House,5.0,5.0,"Citi Housing Society, Gujranwala, Punjab"
Best Options For Prime Location House Is Available For sale In Citi Housing Society,2.6 Crore,26000000.0,5.0 Marla,5.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_best_options_for_prime_location_house_is_available_for_sale_in_citi_housing_society-54236981-3083-1.html,Gujranwala,House,4.0,4.0,"Citi Housing Society, Gujranwala, Punjab"
Affordable Prime Location House For Sale In Canal View - Sector 3,3.9 Crore,39000000.0,10.0 Marla,10.0,https://www.zameen.com/Property/canal_view_housing_scheme_canal_view_-_sector_3_affordable_prime_location_house_for_sale_in_canal_view_-_sector_3-54434469-19759-1.html,Gujranwala,House,5.0,5.0,"Canal View Housing Scheme, Gujranwala, Punjab"
5 Marla Brand New House For Sale Citi Housing Gujranwala,2.35 Crore,23500000.0,5.0 Marla,5.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_5_marla_brand_new_house_for_sale_citi_housing_gujranwala-52960283-3083-1.html,Gujranwala,House,4.0,4.0,"Citi Housing Society, Gujranwala, Punjab"
5 Marla Brand New House For Sale Citi Housing Gujranwala,2.6 Crore,26000000.0,5.0 Marla,5.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_5_marla_brand_new_house_for_sale_citi_housing_gujranwala-54192574-3083-1.html,Gujranwala,House,5.0,5.0,"Citi Housing Society, Gujranwala, Punjab"
On Excellent Location House For Sale,1.65 Crore,16500000.0,5.0 Marla,5.0,https://www.zameen.com/Property/master_city_housing_scheme_master_city_-_block_a_on_excellent_location_house_for_sale-54310140-14337-1.html,Gujranwala,House,4.0,4.0,"Master City Housing Scheme, Gujranwala, Punjab"
At 80 ft Road 10 Marla Beautiful House for sale citi Housing Gujranwala,5.0 Crore,50000000.0,10.0 Marla,10.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_at_80_ft_road_10_marla_beautiful_house_for_sale_citi_housing_gujranwala-54037222-3083-1.html,Gujranwala,House,5.0,6.0,"Citi Housing Society, Gujranwala, Punjab"
End Your Search For Prime Location House Here And Sale Now,4.5 Crore,45000000.0,10.0 Marla,10.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_end_your_search_for_prime_location_house_here_and_sale_now-54563196-3083-1.html,Gujranwala,House,5.0,5.0,"Citi Housing Society, Gujranwala, Punjab"
Spacious Prime Location House Is Available For Sale In Ideal Location Of Citi Housing Society,4.8 Crore,48000000.0,10.0 Marla,10.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_spacious_prime_location_house_is_available_for_sale_in_ideal_location_of_citi_housing_society-54563195-3083-1.html,Gujranwala,House,5.0,5.0,"Citi Housing Society, Gujranwala, Punjab"
A Prime Location 10 Marla House Is Up For Grabs In Citi Housing Society,4.6 Crore,46000000.0,10.0 Marla,10.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_a_prime_location_10_marla_house_is_up_for_grabs_in_citi_housing_society-54563200-3083-1.html,Gujranwala,House,5.0,5.0,"Citi Housing Society, Gujranwala, Punjab"
Prime Location 10 Marla House For Sale In Citi Housing Society Citi Housing Society,3.9 Crore,39000000.0,10.0 Marla,10.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_prime_location_10_marla_house_for_sale_in_citi_housing_society_citi_housing_society-54563199-3083-1.html,Gujranwala,House,5.0,5.0,"Citi Housing Society, Gujranwala, Punjab"
5 Marla Luxury House For Sale In A Prime Location A Block Phase 2,2.6 Crore,26000000.0,5.0 Marla,5.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_5_marla_luxury_house_for_sale_in_a_prime_location_a_block_phase_2-54065303-3083-1.html,Gujranwala,House,4.0,4.0,"Citi Housing Society, Gujranwala, Punjab"
10 Marla Pair House For Sale | Best Investment Opportunity!,4.0 Crore,40000000.0,10.0 Marla,10.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_10_marla_pair_house_for_sale_best_investment_opportunity-54087707-3083-1.html,Gujranwala,House,6.0,6.0,"Citi Housing Society, Gujranwala, Punjab"
10 Marla Luxury House For Sale Prime Location,4.6 Crore,46000000.0,10.0 Marla,10.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_10_marla_luxury_house_for_sale_prime_location-54119386-3083-1.html,Gujranwala,House,6.0,6.0,"Citi Housing Society, Gujranwala, Punjab"
10 Marla Pair House For Sale Luxury Living Redefined!,3.3 Crore,33000000.0,10.0 Marla,10.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_10_marla_pair_house_for_sale_luxury_living_redefined-54127405-3083-1.html,Gujranwala,House,4.0,4.0,"Citi Housing Society, Gujranwala, Punjab"
Ready To Buy A Prime Location House 14 Marla In Citi Housing Society,6.7 Crore,67000000.0,14.0 Marla,14.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_ready_to_buy_a_prime_location_house_14_marla_in_citi_housing_society-54563193-3083-1.html,Gujranwala,House,6.0,6.0,"Citi Housing Society, Gujranwala, Punjab"
Prime Location 5 Marla House In Central Citi Housing Society For Sale,1.85 Crore,18500000.0,5.0 Marla,5.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_prime_location_5_marla_house_in_central_citi_housing_society_for_sale-54563194-3083-1.html,Gujranwala,House,4.0,4.0,"Citi Housing Society, Gujranwala, Punjab"
On Excellent Location 5 Marla House For Sale Is Available In Master City Housing Scheme,1.5 Crore,15000000.0,5.0 Marla,5.0,https://www.zameen.com/Property/gujranwala_master_city_housing_scheme_on_excellent_location_5_marla_house_for_sale_is_available_in_master_city_housing_scheme-54561671-9180-1.html,Gujranwala,House,4.0,4.0,"Master City Housing Scheme, Gujranwala, Punjab"
Corner 10 Marla House For Sale Canal View Sector 2 Gujranwala,4.5 Crore,45000000.0,10.0 Marla,10.0,https://www.zameen.com/Property/gujranwala_canal_view_housing_scheme_corner_10_marla_house_for_sale_canal_view_sector_2_gujranwala-54254427-1126-1.html,Gujranwala,House,6.0,6.0,"Canal View Housing Scheme, Gujranwala, Punjab"
12 Marla Corner Designer House For Sale,5.75 Crore,57500000.0,12.0 Marla,12.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_12_marla_corner_designer_house_for_sale-53569286-3083-1.html,Gujranwala,House,6.0,7.0,"Citi Housing Society, Gujranwala, Punjab"
5 Marla Designer Build House For Sale,2.1 Crore,21000000.0,5.0 Marla,5.0,https://www.zameen.com/Property/eminabad_more_royal_palm_city_5_marla_designer_build_house_for_sale-54086801-11297-1.html,Gujranwala,House,4.0,5.0,"Eminabad More, Gujranwala, Punjab"
5 Marla Designer Build House For Sale,2.1 Crore,21000000.0,5.0 Marla,5.0,https://www.zameen.com/Property/eminabad_more_royal_palm_city_5_marla_designer_build_house_for_sale-54193280-11297-1.html,Gujranwala,House,4.0,6.0,"Eminabad More, Gujranwala, Punjab"
5 Marla Designer Build House For Sale,2.35 Crore,23500000.0,5.0 Marla,5.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_5_marla_designer_build_house_for_sale-54368490-3083-1.html,Gujranwala,House,4.0,5.0,"Citi Housing Society, Gujranwala, Punjab"
Affordable Corner House Of 14 Marla Is Available For Sale,6.7 Crore,67000000.0,14.0 Marla,14.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_affordable_corner_house_of_14_marla_is_available_for_sale-54505177-3083-1.html,Gujranwala,House,6.0,6.0,"Citi Housing Society, Gujranwala, Punjab"
Ideally Located Facing Park House Of 10 Marla Is Available For Sale In Citi Housing Society,4.8 Crore,48000000.0,10.0 Marla,10.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_ideally_located_facing_park_house_of_10_marla_is_available_for_sale_in_citi_housing_society-54505178-3083-1.html,Gujranwala,House,5.0,5.0,"Citi Housing Society, Gujranwala, Punjab"
Ideal Corner House Is Available For Sale In Citi Housing Society,1.85 Crore,18500000.0,5.0 Marla,5.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_ideal_corner_house_is_available_for_sale_in_citi_housing_society-54505179-3083-1.html,Gujranwala,House,4.0,4.0,"Citi Housing Society, Gujranwala, Punjab"
Main Double Road 10 Marla House In Citi Housing Society Is Available For sale,5.25 Crore,52500000.0,10.0 Marla,10.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_main_double_road_10_marla_house_in_citi_housing_society_is_available_for_sale-54505180-3083-1.html,Gujranwala,House,5.0,5.0,"Citi Housing Society, Gujranwala, Punjab"
A Spacious Main Double Road 10 Marla House In Citi Housing Society,4.9 Crore,49000000.0,10.0 Marla,10.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_a_spacious_main_double_road_10_marla_house_in_citi_housing_society-54505181-3083-1.html,Gujranwala,House,5.0,5.0,"Citi Housing Society, Gujranwala, Punjab"
Prime Location 10 Marla House In Stunning Citi Housing Society Is Available For Sale,4.5 Crore,45000000.0,10.0 Marla,10.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_prime_location_10_marla_house_in_stunning_citi_housing_society_is_available_for_sale-54505182-3083-1.html,Gujranwala,House,5.0,5.0,"Citi Housing Society, Gujranwala, Punjab"
Looking For A On Excellent Location House In Citi Housing Society,4.5 Crore,45000000.0,10.0 Marla,10.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_looking_for_a_on_excellent_location_house_in_citi_housing_society-54505183-3083-1.html,Gujranwala,House,5.0,5.0,"Citi Housing Society, Gujranwala, Punjab"
Centrally Located Good Location House For Sale In Citi Housing Society Available,3.9 Crore,39000000.0,10.0 Marla,10.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_centrally_located_good_location_house_for_sale_in_citi_housing_society_available-54505184-3083-1.html,Gujranwala,House,5.0,5.0,"Citi Housing Society, Gujranwala, Punjab"
Fair-Priced Prime Location 10 Marla House Available In Citi Housing Society,4.5 Crore,45000000.0,10.0 Marla,10.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_fair-priced_prime_location_10_marla_house_available_in_citi_housing_society-54505185-3083-1.html,Gujranwala,House,5.0,5.0,"Citi Housing Society, Gujranwala, Punjab"
10 Marla Luxury House Available For Sale In Citi Housing Gujranwala,4.6 Crore,46000000.0,10.0 Marla,10.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_10_marla_luxury_house_available_for_sale_in_citi_housing_gujranwala-54556876-3083-1.html,Gujranwala,House,6.0,6.0,"Citi Housing Society, Gujranwala, Punjab"
Your Search Ends Right Here With The Beautiful On Excellent Location House In Royal Palm City At Affordable Price Of Pkr Rs. 22500000,2.25 Crore,22500000.0,5.0 Marla,5.0,https://www.zameen.com/Property/eminabad_more_royal_palm_city_your_search_ends_right_here_with_the_beautiful_on_excellent_location_house_in_royal_palm_city_at_affordable_price_of_pkr_rs_22500000-54376587-11297-1.html,Gujranwala,House,4.0,4.0,"Eminabad More, Gujranwala, Punjab"
Phase 1 Block DD 5 Marla At 50ft Road Italian Villa For Sale,2.55 Crore,25500000.0,5.0 Marla,5.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_phase_1_block_dd_5_marla_at_50ft_road_italian_villa_for_sale-54405502-3083-1.html,Gujranwala,House,4.0,5.0,"Citi Housing Society, Gujranwala, Punjab"
MODERN + DOUBLE HIGHTED 5 MARLA BRAND NEW HOUSE AVAILABLE FOR SALE (AT REASONABLE PRICE) IN CITI HOUSING GUJRANWALA,2.5 Crore,25000000.0,5.0 Marla,5.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_modern_double_highted_5_marla_brand_new_house_available_for_sale_at_reasonable_price_in_citi_housing_gujranwala-54462917-3083-1.html,Gujranwala,House,4.0,5.0,"Citi Housing Society, Gujranwala, Punjab"
5 MARLA HOUSE AVAILABLE FOR SALE (AT REASONABLE PRICE) IN CITI HOUSING GUJRANWALA,1.55 Crore,15500000.0,5.0 Marla,5.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_5_marla_house_available_for_sale_at_reasonable_price_in_citi_housing_gujranwala-54550205-3083-1.html,Gujranwala,House,4.0,4.0,"Citi Housing Society, Gujranwala, Punjab"
5 MARLA USED HOUSE AVAILABLE FOR SALE (AT REASONABLE PRICE) IN CITI HOUSING GUJRANWALA,1.45 Crore,14500000.0,5.0 Marla,5.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_5_marla_used_house_available_for_sale_at_reasonable_price_in_citi_housing_gujranwala-54550182-3083-1.html,Gujranwala,House,4.0,4.0,"Citi Housing Society, Gujranwala, Punjab"
Modern 10 Marla Brand New House available for sale citi housing Gujranwala,4.25 Crore,42500000.0,10.0 Marla,10.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_modern_10_marla_brand_new_house_available_for_sale_citi_housing_gujranwala-54511545-3083-1.html,Gujranwala,House,6.0,7.0,"Citi Housing Society, Gujranwala, Punjab"
5 Marla slightly used house available for sale Citi housing Gujranwala,1.65 Crore,16500000.0,5.0 Marla,5.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_5_marla_slightly_used_house_available_for_sale_citi_housing_gujranwala-54535318-3083-1.html,Gujranwala,House,4.0,4.0,"Citi Housing Society, Gujranwala, Punjab"
Prime Location 10 Marla House For sale In Master City Housing Scheme,4.0 Crore,40000000.0,10.0 Marla,10.0,https://www.zameen.com/Property/master_city_housing_scheme_master_city_-_block_a_prime_location_10_marla_house_for_sale_in_master_city_housing_scheme-54189097-14337-1.html,Gujranwala,House,5.0,5.0,"Master City Housing Scheme, Gujranwala, Punjab"
Reserve A On Excellent Location House Now In Master City Housing Scheme,4.5 Crore,45000000.0,10.0 Marla,10.0,https://www.zameen.com/Property/gujranwala_master_city_housing_scheme_reserve_a_on_excellent_location_house_now_in_master_city_housing_scheme-53916403-9180-1.html,Gujranwala,House,5.0,5.0,"Master City Housing Scheme, Gujranwala, Punjab"
Prime Location 7 Marla House In Master City Housing Scheme For sale,2.25 Crore,22500000.0,7.0 Marla,7.0,https://www.zameen.com/Property/gujranwala_master_city_housing_scheme_prime_location_7_marla_house_in_master_city_housing_scheme_for_sale-54059536-9180-1.html,Gujranwala,House,7.0,6.0,"Master City Housing Scheme, Gujranwala, Punjab"
A Prime Location 10 Marla House In Citi Housing Society Is On The Market For Sale,4.5 Crore,45000000.0,10.0 Marla,10.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_a_prime_location_10_marla_house_in_citi_housing_society_is_on_the_market_for_sale-54515409-3083-1.html,Gujranwala,House,5.0,5.0,"Citi Housing Society, Gujranwala, Punjab"
"Ideal Corner 6 Marla House Has Landed On Market In Royal Palm City, Gujranwala",2.45 Crore,24500000.0,6.0 Marla,6.0,https://www.zameen.com/Property/eminabad_more_royal_palm_city_ideal_corner_6_marla_house_has_landed_on_market_in_royal_palm_city_gujranwala-54417606-11297-1.html,Gujranwala,House,4.0,4.0,"Eminabad More, Gujranwala, Punjab"
Buy Your Ideal Prime Location 5 Marla House In A Prime Location Of Gujranwala,2.15 Crore,21500000.0,5.0 Marla,5.0,https://www.zameen.com/Property/royal_palm_city_royal_palm_city_-_block_d_buy_your_ideal_prime_location_5_marla_house_in_a_prime_location_of_gujranwala-54160893-17213-1.html,Gujranwala,House,4.0,4.0,"Eminabad More, Gujranwala, Punjab"
10 Marla Neo Classic Double Height House For Sale Citi Housing Gujranwala,5.0 Crore,50000000.0,10.0 Marla,10.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_10_marla_neo_classic_double_height_house_for_sale_citi_housing_gujranwala-54387273-3083-1.html,Gujranwala,House,6.0,6.0,"Citi Housing Society, Gujranwala, Punjab"
6 Marla Corner House For Sale,2.3 Crore,23000000.0,6.0 Marla,6.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_6_marla_corner_house_for_sale-53934766-3083-1.html,Gujranwala,House,3.0,4.0,"Citi Housing Society, Gujranwala, Punjab"
4.25 Marla Corner House For Sale,1.6 Crore,16000000.0,4.2 Marla,4.2,https://www.zameen.com/Property/gujranwala_citi_housing_society_4_25_marla_corner_house_for_sale-53905967-3083-1.html,Gujranwala,House,3.0,3.0,"Citi Housing Society, Gujranwala, Punjab"
Corner Citi Housing Society 11 Marla House Up For sale,5.75 Crore,57500000.0,11.0 Marla,11.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_corner_citi_housing_society_11_marla_house_up_for_sale-54510181-3083-1.html,Gujranwala,House,6.0,6.0,"Citi Housing Society, Gujranwala, Punjab"
Prime Location Citi Housing Society House Sized 5 Marla Is Available,2.35 Crore,23500000.0,5.0 Marla,5.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_prime_location_citi_housing_society_house_sized_5_marla_is_available-54527793-3083-1.html,Gujranwala,House,4.0,4.0,"Citi Housing Society, Gujranwala, Punjab"
On Excellent Location 5 Marla House Is Available For Sale,2.25 Crore,22500000.0,5.0 Marla,5.0,https://www.zameen.com/Property/eminabad_more_royal_palm_city_on_excellent_location_5_marla_house_is_available_for_sale-54505171-11297-1.html,Gujranwala,House,4.0,4.0,"Eminabad More, Gujranwala, Punjab"
Corner 6 Marla House In Eminabad More For Sale At Good Location,2.45 Crore,24500000.0,6.0 Marla,6.0,https://www.zameen.com/Property/eminabad_more_royal_palm_city_corner_6_marla_house_in_eminabad_more_for_sale_at_good_location-54505172-11297-1.html,Gujranwala,House,4.0,4.0,"Eminabad More, Gujranwala, Punjab"
Prime Location 5 Marla House Is Available For Sale In Royal Palm City,2.25 Crore,22500000.0,5.0 Marla,5.0,https://www.zameen.com/Property/eminabad_more_royal_palm_city_prime_location_5_marla_house_is_available_for_sale_in_royal_palm_city-54505173-11297-1.html,Gujranwala,House,4.0,4.0,"Eminabad More, Gujranwala, Punjab"
Prime Location A Centrally Located House Is Available For Sale In Citi Housing Society,4.6 Crore,46000000.0,10.0 Marla,10.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_prime_location_a_centrally_located_house_is_available_for_sale_in_citi_housing_society-54505175-3083-1.html,Gujranwala,House,5.0,5.0,"Citi Housing Society, Gujranwala, Punjab"
